Ca_SO4,Mg_SO4,Na_SO4,K_SO4,Cl_SO4,NO3_SO4
0.19538794138842178,0.44783784075379035,0.11565789874646007,0.4147557501529116,0.05216245084817321,0.1704801283667125
0.2638450748575845,0.38512423751141667,0.9822247839548021,0.4039366793074006,0.893705569792914,0.27426984382313063
0.26786856644373364,0.37466945547314673,0.9305723772509006,0.4204550124702837,0.8451584141473244,0.27796867331973096
0.43719729436670624,0.38869926456129694,0.663659018011168,0.3799766827375757,0.6013344333723697,0.14134600763114613
0.5246042424068931,0.39089388900971506,0.4033360264984268,0.27610861623543836,0.32372320532359705,0.03773024306561585
1,0.7144285686266686,0.1600079200702906,0.6377489895032455,0.0819286217795876,0.18862159975267456
0.5045878792656968,0.36303204559161506,0.2655674809509105,0.2664773119003567,0.19055172769100034,0.02951388767709747
0.549123228441028,0.5165079564347356,0.20671830667466118,0.27144464999451645,0.15673301557834146,0.046223475038204835
0.5544309392265193,0.5174261928017305,0.20907701555851305,0.27017284911110123,0.1562733527461681,0.046305650104939415
0.5850209761353476,0.5392134342793534,0.18171853827069936,0.29482137169261197,0.1373971941843168,0.032074921602604944
0.6050821411583915,0.5461705901979844,0.1789492549792737,0.3055260016112708,0.13407649824799486,0.029213068354229703
0.45468697536705227,0.6267523013983725,0.10184666183111268,0.187189249783244,0.09317969465685678,0.3860695408967559
0.4634657389379219,0.6536336516827852,0.09742879390684286,0.19154086259452058,0.09088411606084286,0.37501924992296687
0.4123305223482338,0.6196452246673436,0.08702250622581603,0.17774960415744362,0.08694740407181234,0.5206797920971468
0.3961371047319465,0.6133066310487207,0.0830140818315719,0.18072547114863172,0.0824562516319212,0.44715429602622436
0.4177497680561012,0.631737560044395,0.08726604415331282,0.20104911213004617,0.08586499095163623,0.35930888520254595
0.5707232546459066,0.36670987024082485,0.10818717322934421,0.3498770293609671,0.06619524444348245,0.25894160276790723
0.4221976208628811,0.6670205207466854,0.1018954027857829,0.203336027436285,0.09773917420631785,0.3017815936926277
0.3452297959112537,0.5763110588181023,0.1245487516635464,0.21012998002144961,0.08602817209163047,0.28095801236460904
0.3805368141440196,0.6310388887031891,0.09928731215843274,0.1891186246093959,0.09898789216221666,0.5923061325362202
0.15931267469111246,0.1664867755721555,0.5805705140966899,0.15532304826221108,0.5600182818608634,0.09501621196806777
0.09231475348165281,0.12675887939921315,0.5206421524687395,0.19761594055191584,0.5421383503449676,0.1270739690742958
0.19736444620476226,0.19010614043323054,0.5134158035275892,0.2349130671098827,0.5121707936172514,0.03128649376071023
0.22926079433766286,0.2200949968592214,0.6131683555702233,0.3009781252496942,0.6268471501335496,0.07313077409955494
0.2868256272765393,0.2598131093563743,0.711426233965966,0.25107837624345636,0.6705537811874178,0.10312820611330752
0.30541401762629017,0.26406034606530737,0.6746216128805622,0.2439607088241197,0.6513184215311875,0.15171133177452092
0.32543048109721123,0.2814032311201274,0.6584144932125928,0.2582731440830187,0.6186061957628888,0.1847703150738642
0.4018696205560759,0.31661843310078774,0.6683242391429236,0.2074939504514729,0.7286256632948147,0.13785609848430957
0.24239765863983778,0.22554318033632484,0.5313893315496874,0.26169399427035006,0.59217447877459,0.07071643127794856
0.23746131778894566,0.20770209824304522,0.407800898428263,0.14323260092402854,0.4173226148166058,0.10934984091815592
0.2877383790688815,0.25150963831153056,0.5106203447007435,0.17735879130783147,0.5495726380641619,0.0891994420692145
0.31794605269423193,0.24282789155954757,0.3285819234358849,0.19650726891774573,0.33945931965084025,0.0312923433435392
0.3547487264765217,0.27363102925493193,0.3912889219467975,0.3629056891186423,0.39198518283298567,0.02090985413325468
0.6650639821191,0.5263506661680507,0.6043636800709687,0.2874895370636988,0.6598084744289511,0.11461927930034432
0.44331353959460396,0.34711026240948284,0.447684303398388,0.20327279995142486,0.43309502242926157,0.12016805203268188
0.5271892314593783,0.30976328286613314,0.12523841295216018,0.13256159570569245,0.12191744458312208,0.043541523751721295
0.5481531066849439,0.3520881678500117,0.11031149681171351,0.1286352940175758,0.09483164863782144,0.010630440825137097
0.377051663022386,0.4079481847756802,0.1275888508491421,0.16458850509353806,0.1587053682753818,0.5820974318645764
0.3703542838801446,0.4096279519627038,0.15195626538127574,0.21031012599970517,0.20152207053331092,0.4400359021437899
0.4726061125135612,0.44080273084374794,0.16463443460045657,0.4082313799672162,0.1812024022091067,0.4317502978547329
0.3671107534697855,0.371752820888565,0.1392181730685458,0.2716719920571535,0.38906464826760573,0.10351713077786667
0.45505136896457427,0.5864089314339391,0.10916569818182684,0.1547265976901855,0.13177070706677851,0.4426927405848749
0.47790686687206096,0.5811499606066999,0.1019025578251906,0.19383466651289288,0.13529240847907303,0.360198127053441
0.4789758608025164,0.601346384534485,0.09874928282683866,0.18014958425997102,0.13813111240852638,0.3862087439723929
0.4407462201422505,0.5894165899844821,0.08544515751191101,0.14501101880783218,0.12657885386776915,0.3979710137953955
0.4385643836453936,0.6123433467391227,0.08081252738954331,0.16329490042294542,0.1251842240492689,0.30647789104143386
0.4059034181223111,0.4874151052167854,0.0829365881589941,0.6191217962003455,0.13517326743694205,0.38756947821208154
0.4370913651360559,0.4173037509672247,0.11291381266537702,0.38105691103962336,0.19040923663480744,0.4361202649421962
0.4689073518134496,0.5122027758022889,0.08892652807766382,0.21937840649568968,0.11560359419865485,0.38937236925689217
0.45308695923683623,0.5356115371159152,0.0902571292581132,0.18698028211249754,0.1112768042796735,0.3735446079050711
0.4569319984954146,0.5482450593847799,0.08156809359334914,0.18556267918775318,0.10721428740066616,0.3840729713481324
0.4481056748649595,0.5367023021614806,0.07922072054925286,0.15825113778235153,0.10522953633707727,0.46671432168693594
0.3853557235516551,0.3330707225415135,0.1650508009048644,1,0.20895675198125493,1
0.22955900608208,0.22904815620088897,0.7594555055522272,0.2846514149063372,0.7250326485109093,0.07005337284746299
0.21838675734245586,0.21465058920759497,0.7043194974108821,0.20956812643433415,0.6454370988021971,0.11435653330122383
0.2199765909542392,0.22323851830190342,0.911179889510364,0.21912249677169277,0.8249825634201178,0.1108635714606818
0.19871602937125155,0.22345037204991844,1,0.2305486626522896,1,0.3384335242292976
0.12023511816918661,0.14704540070255287,0.6391811788889135,0.3582985901915894,0.5551297701419632,0.13051439407448648
0.29223620282237256,0.2604438267741132,0.6074335113290252,0.25707119155586694,0.6002397513477041,0.32379796089015217
0.1582294754708132,0.1701070309566932,0.4101387453298251,0.2453529950201963,0.3535976859914567,0.1704432028259837
0.16853713179399515,0.16627323966486643,0.442349690939714,0.20944831556587853,0.36218398737139373,0.11682751526798786
0.2761312033069179,0.2395634456108589,0.5140360136825246,0.24115141047783534,0.4654847861953987,0.1534920931778983
0.22810733174642178,0.20971007875167424,0.5205169195876613,0.26188144476984304,0.46877546733879427,0.1640380221335003
0.43313980897748733,0.39917246069818413,0.8384065803242757,0.5704217339831797,0.5519164961817523,0.3377944536413275
0.28200809027641116,0.2554455500892893,0.5054616638568821,0.303443337318985,0.43919944789510007,0.32733272431701455
0.3889798930068628,0.33018444253831675,0.7190536798076863,0.3172739969691571,0.6990976716069326,0.08102835139663132
0.828223912186444,0.13862865158213372,0.24513930675888845,0.2100897533905263,0.1115306990295369,0.7812438306810288
0.2654797045231204,0.24103880732183688,0.57134213177782045,0.29419004193014325,0.5107456586711009,0.04929170060990314
0.27377172058280846,0.24124129946777695,0.6310477384979393,0.2776197042927975,0.570488294114853,0.09855994015335702
0.362967950214126,0.2730385404057469,0.39485898503723327,0.27361618998083403,0.38701478349454693,0.20547287578323278
0.41370789606991676,0.30235857561675833,0.4440498861284008,0.39102030867092047,0.38517770072182544,0.1192035026063106
0.3364670324544541,0.24892819992116988,0.3779762480756173,0.31706757276813624,0.30474406187894737,0.08248127355960541
0.37831414724114115,0.2860545939416316,0.4249595273297585,0.3404627956067888,0.3464218777425961,0.15107794443957734
0.3667942497247818,0.27584501947902973,0.3996867803713598,0.3253473264311624,0.3160306104790147,0.15249762041538442
0.39262135715765767,0.3038380092442163,0.4317208239352212,0.36958498653263155,0.3442484377652613,0.16196353490898957
0.4973076512376865,0.3836767440443865,0.5332636540264049,0.38463932349915525,0.44226921147804965,0.12962517156344244
0.8992984239057967,0.5181908349294067,0.5868110273694526,0.6717728540292802,0.5799827572693785,0.7415517340623727
0.40226220067284985,0.4717799843830685,0.14147145279532444,0.17382080399530342,0.14320047442179842,0.5096249367814788
0.3712911539158732,0.43760109598029506,0.14107864745297605,0.1451769781893097,0.1488492924134327,0.4755492365176472
0.3545316047189182,0.3934948255686326,0.19630963106593907,0.2107080240582187,0.2117344680589943,0.41270679656135734
0.3834422972549449,0.4507820558492308,0.17609691195841465,0.2400743209886267,0.1569459172852598,0.43559639134315503
0.3789730587854989,0.3674851419188929,0.3007476652281341,0.6752316894437749,0.28474714484117714,0.7389059027986413
0.31294443604052447,0.286708106546883,0.27275163830383203,0.7874253590286135,0.28551052749494776,0.7382321808082662
0.32712012231969906,0.36698430745748173,0.14529225220552794,0.21867548764185277,0.14500299423789823,0.508030798198261
0.4058534276390778,0.4855531524489934,0.11102081099941456,0.1915892843329998,0.12073748831339222,0.43366373667477087
0.46682403974101594,0.46942418174963374,0.21537511015651245,0.5680893736207148,0.19597716436506513,0.6837639766549664
0.4453952894010115,0.4469242906232734,0.14579376341413025,0.32718183086308616,0.13694158426998282,0.5586475910563434
0.5007109577723616,0.5238130254816218,0.13148817578108946,0.24917483345669875,0.11989793018656737,0.5711424296668358
0.6022626914949921,0.6200122355624055,0.15349890834459273,0.3852186872844468,0.13303203804434774,0.8618440946010428
0.5825901794744207,0.5834318101484585,0.14935500089876727,0.4187003300791871,0.12921687530012366,0.6943910874794142
0.5380454636262216,0.6309256363184919,0.11398861864654947,0.24035532770931614,0.1089625515422381,0.7837881001536491
0.5201148372208436,0.5893098394438246,0.16344945686221934,0.3506194946512662,0.16169200032709308,0.488727124565976
0.4742290922276721,0.6422002037224627,0.10230202187404046,0.19825827998113676,0.10754930746013168,0.5624842546544926
0.476898173114904,0.6666848590103298,0.10876817073197241,0.25587134795525013,0.10920906119246107,0.3545076987776734
0.5255991729932197,0.5972348034403937,0.18116300078917452,0.371253723472253,0.18232664618436184,0.3423955056435273
0.4295426893226097,0.5832224375016123,0.09538201591673327,0.18096920562455207,0.11665502459306648,0.2986610054814847
0.13063864163310215,0.6738206354676148,0.11630761781513538,0.23141478777541155,0.12756664966145254,0.6092685244432979
0.5548072116116409,0.46738784889758195,0.7244798727805473,0.35797989515144113,0.7179026223083411,0.4123618745451481
0.484557745748618,0.42080623479344925,0.7094380719966402,0.3467840757432397,0.7004694033667695,0.13676212024229426
0.39818800061103243,0.37705652915612997,0.6638519999679497,0.3540025333452161,0.6703493114479572,0.04666152426063082
0.15605852674561704,0.17377783784086098,0.4871907992502045,0.2260980792179174,0.40058414024395134,0.09472890574172996
0.20569927830788626,0.19744695658159658,0.5560112858821706,0.24455270064900433,0.4136099083404168,0.18608770238833441
0.27562916922503183,0.2415876247839494,0.5875406666079002,0.2774852456592483,0.42878947229758246,0.241292817421814
0.3367778768466527,0.27528188885251453,0.6084938611261939,0.28781917619640207,0.46981108403001454,0.2787757990442591
0.2887815855795611,0.2528989470789161,0.59622240820124,0.25963499245432503,0.4553197714941445,0.22760877411539368
0.36309098132820594,0.3016644906900466,0.6757837567441544,0.31689240914498523,0.5138060082473639,0.24916552638397943
0.16887097949065505,0.17105042540186208,0.4807674965004841,0.23070982949626506,0.3305406865218282,0.1563605657238625
0.2501680508080409,0.2199481597212622,0.5406063168152264,0.21650543654873314,0.42290459911351463,0.17644008505252928
0.2723872054921873,0.24239947602032647,0.5501116481920976,0.2383617603545576,0.4424199823706803,0.19286726275751329
0.35077409198891796,0.2865101217396579,0.5936222869565217,0.2808592133322071,0.4593022500553896,0.29984133920377226
0.35902717265403405,0.31674192161607906,0.6909174305708832,0.3092299940876618,0.5738533187691421,0.17815627637568227
0.43245315202123197,0.3563432508307574,0.6523854958987112,0.29608169336704027,0.5775580431513625,0.1578074370800655
0.3703120631545378,0.3190465213036042,0.6406995515444864,0.3126771778260743,0.5555219550368515,0.1266746487995896
0.4142321463610489,0.34440805338329733,0.6728734668000275,0.31454889352977655,0.5738285025317926,0.13639888172342918
0.14426239409164368,0.15752870272135572,0.3511436516736974,0.21280304245704082,0.2904458905735317,0.06425701925910063
0.10070195752858978,0.12164453032967976,0.31473019443692046,0.20771453793153855,0.3042964471933811,0.16899916367296797
0.7841952929959866,0.5040403472100442,0.2536698472101798,0.25067904637514216,0.2218282791460282,0.11448897184310036
0.7964897864261047,0.4902884789253038,0.24618013824769439,0.22472729634989633,0.22798646234963538,0.039606327686809176
0.764129161035864,0.517072919139852,0.3857800341493714,0.2652545090884511,0.33665950699046077,0.07115886184295818
0.23218257330545658,0.20268122337598568,0.41821951660115164,0.19514363637336785,0.34349843771722505,0.0953603835713859
0.2972976623264244,0.22672350989703535,0.35735087081109557,0.30751687043181114,0.2647840316242637,0.1368612671201531
0.3676317390027326,0.272020171460105,0.39578745898475653,0.273510592502889,0.2780192109814389,0.301071320607814
0.38988892209273046,0.28354525552659454,0.40712321602028767,0.2623242804928766,0.2831902569981724,0.15541941824695993
0.3861140337546194,0.2854458340772367,0.4041693610771828,0.24237996054295605,0.2828777921992243,0.1275260205758259
0.4172370254103543,0.30656620562749887,0.424432469406963,0.2668168239563494,0.2995948258753057,0.13253641578268516
0.40438572223889,0.29502003148007916,0.42163433008304746,0.41212518208301274,0.2930173411350354,0.20962622751874257
0.34301624137689557,0.2622528733057413,0.37817876988807525,0.3055072470730978,0.2668631282972319,0.17625969726512725
0.3703480509097669,0.27094497479566704,0.3788887377488184,0.3285906644260946,0.26506891687183515,0.15522413569658589
0.4126072008675129,0.3043203815031971,0.399179563030495,0.2613227627473655,0.29257243036816755,0.15070106421951618
0.4628675310579037,0.3278318334907467,0.38503659618266456,0.25435243365169025,0.2860012671596929,0.1369309191727047
0.5358655557907639,0.36887206945121165,0.37854718377457364,0.25217291556823557,0.2919945639130874,0.1319520505602625
0.5515505861174882,0.3928502692901683,0.4462515193456206,0.3134341044145781,0.3502409045575098,0.13814835788424412
0.37499066487135013,0.3006118510358852,0.3605281916473523,0.39555095080553404,0.2948072190189834,0.0964012443350773
0.16103453553212674,0.1509631689078787,0.3314032878289757,0.2837157277159876,0.2742663029088745,0.12766596190755425
0.4158063881635066,0.6549084823152757,0.09126249919927709,0.25887217562446263,0.10587914003346195,0.22790578074148654
0.41853696275908975,0.5881096152432722,0.10163045752712441,0.2302936977421119,0.11071202203067444,0.15756262620799066
0.4069418406184686,0.5900183761895953,0.09472113348569262,0.22086052127648526,0.10665071191577971,0.16539118282238907
0.44041019281482524,0.5529056961799078,0.12756859405013318,0.1957118738499882,0.12157172375204506,0.16323372455946866
0.32529575878459804,0.29787028204872396,0.20375167340013473,0.2739126335197981,0.21237133890829926,0.45482436992293657
0.41489650148794427,0.46269828216239733,0.14748816995775693,0.19838018658666565,0.1294466722375268,0.375131923406496
0.5050863648512895,0.5596958985892109,0.1260337803480258,0.22224532307366038,0.1093645691349862,0.6623381174349549
0.5761009240340682,0.6351971111573752,0.14194726982002304,0.3023427976320503,0.12454981980162627,0.6847224775470393
0.5389691468438821,0.6389176418288489,0.12400717416217809,0.232244315985539,0.11409569412447784,0.6577726600629581
0.5401042234363307,0.5909165898023738,0.14632265598968625,0.2824265636275675,0.12177694899724631,0.5686837721162527
0.5326187225429776,0.6289691130104893,0.12862157615909253,0.23063718624377005,0.11192368912672138,0.5693904446852239
0.465827083167753,0.4735802869091205,0.15535759163723997,0.2578191610472075,0.12365361107402954,0.49397067301770903
0.5100447387846264,0.5359603149468936,0.15999363901685057,0.27075303934994016,0.129408666682464,0.463729338899327
0.5327536333697558,0.5658482802614722,0.1654161006056931,0.3964473310204532,0.1420228111833063,0.4855235108333687
0.5421093402693958,0.5973655546326003,0.16344534240744388,0.3247547546932748,0.1355020221705765,0.44535493836920914
0.5374512319368381,0.6362549367206966,0.13585459549750556,0.24973225070670718,0.12315581295121808,0.39730725423691177
0.4921223626525261,0.6581889304888763,0.1152585750823028,0.24034579975367998,0.11030450081500646,0.1424867629351085
0.5460269491250764,0.6029422413279506,0.14663196023247493,0.30950199010990037,0.13767979390579604,0.36998399729933595
0.5308735211826181,0.6171965092517547,0.13046928235614755,0.2494405201349571,0.12858730506343335,0.339798859509079
0.4527416565460824,0.45746488594206786,0.12968972268998763,0.34009595729566267,0.12562095602874856,0.46699104807557584
0.40025663873683054,0.45360484983538807,0.1049523556062196,0.270957766229137,0.10467711753409992,0.7472426859407556
0.4142321449442777,0.3444080525504896,0.6728734645991435,0.31454888641330564,0.5738285015305788,0.13681127290285683
0.5515505887522313,0.39285027084844726,0.4462515215587689,0.3134341000978945,0.35024090594677454,0.15220814979682748
0.609383303612966,0.4512901346683986,0.42232284070703546,0.3767013353183627,0.3267725246533423,0.19763907640508765
0.6946796847645442,0.6147443801352964,0.31741087761035847,0.3838400052147033,0.2618009885904788,0.13818030005738716
0.6973969893694525,0.614264713075083,0.2697323703152043,0.3564336814761761,0.2286948042387607,0.4343912379067248
0.5839637672287751,0.6099103904960828,0.17639517379481248,0.25154165794386224,0.15696864326142024,0.5827667234142213
0.7642428515614748,0.8264362745509777,0.20115671337611077,0.3033177031133323,0.09377947640097511,0.5514660588551873
0.5056531251538025,0.6084203016305628,0.12495334808933695,0.23272611230829773,0.12390759144264815,0.32058053472701464
0.530873521523308,0.6171965101899425,0.1304692823538601,0.24944052229972768,0.12858730540814797,0.33979886285807925
0.3383919780101935,0.308075132428201,0.6517170193698931,0.3012759458792896,0.4809165929727455,0.2746419771031172
0.4376283188048452,0.33321700518647346,0.41703204786933745,0.21101275670485087,0.28289679559449743,0.08162099484327852
0.47219271634512644,0.35577784481649843,0.39540497544533937,0.23737783594121656,0.26229341803025336,0.14261602146402136
0.5825254025328989,0.5660060497497778,0.3185238690554275,0.2351113599590881,0.22671943022524413,0.1643115558336908
0.630298498683759,0.5978885765806159,0.27640642501479523,0.23511692483924132,0.19427494508337428,0.18767672041258274
0.576964738316609,0.6490091506230402,0.1712023153497696,0.1872047610536434,0.13646677366662044,0.5373516976621098
0.6148112094190982,0.677661346147648,0.16935612795443292,0.18751621713200103,0.13706222862358097,0.5836381478882976
0.5423427312322181,0.6785522063648901,0.13405525685680947,0.22910871059679944,0.1153191819594606,0.8514390384122484
0.5450055539016999,0.6559535883710285,0.1341127058751887,0.2781968727660434,0.11915597748177795,0.7495936686432931
0.10070195752858978,0.12164453135594885,0.31473019386218687,0.20771453449700872,0.3042964473393716,0.1689991588691547
0.16103453572189969,0.1509631708055373,0.3314032889250562,0.28371572659138394,0.2742663027237175,0.1276659706978036
0.19289251742248031,0.16721100504949585,0.25849069096266114,0.2632579130718328,0.21714751792245418,0.1395995071467854
0.29317425221527416,0.2995078191047032,0.22738600659410732,0.2948309599982974,0.19198024487987994,0.2480228972141936
0.31540200730581397,0.29848305081939513,0.20311061941821826,0.2686979194397841,0.16905442117834252,0.2231826163305974
0.41573207454148553,0.4094378215573214,0.16093429878135562,0.24081915742656101,0.17204846481424887,0.632354087425466
0.4601105415788534,0.46539790863144115,0.1456977622500743,0.24195959481736032,0.1434190574279156,0.5494947706899902
0.44468688890998,0.5204846275817985,0.11682121680318601,0.2704416550896596,0.11509335724833304,0.8518787287488839
0.40025663746782286,0.45360484810494367,0.10495235459225424,0.27095776748715805,0.10467711752441888,0.74724267905759
0.7447134779123944,0.9113883265581365,0.2034909321251946,0.3757908590222091,0.20465143235641775,0.10281835690654734
0.7663930131209445,0.5880805262935334,0.11945005307952765,0.22942121164781673,0.11608759235058343,0.8978087920600963
0.7228082226335936,0.8900258495042329,0.09604000175438922,0.21287868707176183,0.09404540357011507,0.6876023234912065
0.36087390014016235,0.5049466780066539,0.09541409948336389,0.292474179142083,0.07291016387560481,0.3411281826535908
0.24960507387806974,0.33206957901155554,0.05833942958007092,0.1721807362342268,0.12648461292758634,0.4270286240770808
0.49350827805707187,0.6241789887929013,0.1340564217677108,0.2820224909358937,0.11723261292374822,0.40155688044738724
0.5036413875141135,0.31003469475547235,0.07698842750506707,0.20524069549930743,0.06324888534436021,0.20639973875678885
0.5629253008228167,0.6223133427576776,0.0889533289519329,0.24689998525929674,0.09195241667333949,0.7349932731436263
0.14167056432084194,0.2169894414300827,0.03875312594382423,0.21866510078039936,0.047017680883525086,0.4241781803801521
0.1734698808877263,0.23604130217422298,0.04870777483067716,0.28667769128793,0.046160774786361596,0.49226028440635955
0.6947779206701714,1,0.21916758374119338,0.22867896539946542,0.18082224822877704,0.09137138440173458
0.7979675448384734,0.5969714816306375,0.1248594299286483,0.19939306955298938,0.08554813252151806,0.23693792961596155
0.7828442987216317,0.9339070866445027,0.11533648759570624,0.16535857336315496,0.09826906380584764,0.8936001118533067
0.37282145218704277,0.5616767421502246,0.09534585813889034,0.22853115980447578,0.07948929840022811,0.7365049832381655
0.42407852898812143,0.5322177074351562,0.11332245396301369,0.3042849008455025,0.08605172913498606,0.5727866047783707
0.7414316484881753,0.7316297424386778,0.23498090874920746,0.41409416889826695,0.193353502981012,0.12141692732865875
0.7236582034754249,0.6181097499344042,0.3584030304778144,0.45071460326192403,0.2685438914830417,0.06471199525012594
0.6876363412266534,0.6276363502357679,0.19493687542073498,0.34112452599051313,0.1888645743364492,0.0438584166152527
0.543219425215284,0.5089660228379449,0.19806091684174282,0.2946500126091905,0.12093717533665398,0.02592233705785667
0.3376351465983057,0.31437833637618046,0.14018754565140787,0.1928284842948223,0.13257041333696515,0.020441290505439687
0.5198843508734244,0.49501186739923464,0.18001970724886776,0.21197812873049554,0.1549694353042605,0.13630658053440176
0.33754712095731804,0.27486620758880004,0.3038247671556055,0.19676746198725825,0.27115193844956004,0.20894250068712467
0.32886375233951387,0.28977753135410517,0.29752067264798726,0.19041878399086143,0.2757631122889174,0.2045484501412019
0.32638700477370325,0.26866258284107003,0.3038248339621928,0.18620575783726523,0.3067098627343542,0.16448342038924005
0.3541870506834997,0.3042535705599279,0.3151782826585671,0.1762867185491377,0.3169428724218563,0.13269148128710134
0.3098768088891213,0.2564251264836203,0.295775570846883,0.18002312303874674,0.29746204246882507,0.1509988483656036
0.3544918620557083,0.30297832788754925,0.26519975427241943,0.1840450097089109,0.23898286387078885,0.11049917188539636
0.35662787997511225,0.3143355271493696,0.26076070489287945,0.19467463030132315,0.2332315161621676,0.08501332795084117
0.5086111925152415,0.4253580763021439,0.2468967267634553,0.24318709944539646,0.18408698899300668,0.17822529237750648
0.5311793953915377,0.4275464915731628,0.2571151048179801,0.26416154847237805,0.19000977195395582,0.1973344912082975
0.5875537462542613,0.48289806292165105,0.2686171073388063,0.30068315436234594,0.20311883400228498,0.23692091853151603
0.6444812525219861,0.5306133575429738,0.27532761227556696,0.2657663882995112,0.2025041033491872,0.22442758587282027
0.5956297420715658,0.4892106863410817,0.27056097704011234,0.33799466331141087,0.1923100431175142,0.18130710019231566
0.6887423056518328,0.5643503333452702,0.28758842277268004,0.31276185574737475,0.20907741703279265,0.1886863626825257
0.5313227743628959,0.4212449505650249,0.29389168757108614,0.3707526155265093,0.20795298901295511,0.26172407517178864
0.5510384249961978,0.4785256400794135,0.27406190026947036,0.27515985130807613,0.2004364822816358,0.19379857433485576
0.6341624428208995,0.5420570246012576,0.27697670434337585,0.3005587665716442,0.21266730575111303,0.5040090805867462
0.7179639362492926,0.6278039208087131,0.2686731685862807,0.3584955880572594,0.20978579191011143,0.11750008537659923
0.7195573676556014,0.6445620071064578,0.23361782365250808,0.3225122199039213,0.19517644367693188,0.12261929477306636
0.6409069341822375,0.5370335774570244,0.28666837901099596,0.5781797356858475,0.23351806398212624,0.1550805121542889
0.6949399584878234,0.5787771766616231,0.2920615785280312,0.37622574871168823,0.23820858245798593,0.12887387996060298
0.6973969893694525,0.614264713075083,0.2697323703152043,0.3564336814761761,0.2286948042387607,0.12520802244204504
0.482699061939676,0.41603970528491585,0.23974568717945016,0.3556272004749618,0.19667462664160235,0.1562187143275139
0.41845311908244287,0.3826555795657962,0.233639905694711,0.21636026864525124,0.21299036184927272,0.22289787186328963
0.3152677692472228,0.2723305939378935,0.22930297995846488,0.36164467315166743,0.2096011775767053,0.2890461011074576
0.31540200730581397,0.29848305081939513,0.20311061941821826,0.2686979194397841,0.16905442117834252,0.2231826163305974
0.4533439995003358,0.3974244094130193,0.19286050382161518,0.2143216884979748,0.17294700531576992,0.14957810509060845
0.34367152920061533,0.28006949803040526,0.24449314316154375,0.25441743435553205,0.18898554093582803,0.3131231398020903
0.6337695995876974,0.5605019489363119,0.2727279001066398,0.3023610219730676,0.19336016225131422,0.18158627863278234
